id,title,year,doi,n_citation,doc_type,reference_count,references
783,Guy other professor operation environment.,2018,https://doi.org/10.1000/856508,246,Conference,35,504;610;171
784,Fear throughout against clear similar.,2009,https://doi.org/10.1000/138372,441,Conference,28,1960;1333;881;598;1217
785,Pass act reality off.,2017,https://doi.org/10.1000/929052,18,Journal,10,1850;1179;1538;617;1140;476;1920;1142;310;1453
786,Body special increase.,2002,https://doi.org/10.1000/212325,107,Journal,40,338;1197;193;1399
787,Kitchen senior million south billion step.,2002,https://doi.org/10.1000/230633,159,Conference,2,1032;1292
788,Evidence brother lose must represent.,2013,https://doi.org/10.1000/502551,56,Journal,30,231;1162;1268;247;1531;1538;46
789,Lose question they.,2002,https://doi.org/10.1000/176788,268,Conference,48,1993;234;1332;1972;1472;475;308
790,Democrat focus edge student though parent.,2021,https://doi.org/10.1000/279663,376,Conference,12,257;534;1846;757;1727
791,Chance hair eye summer.,2006,https://doi.org/10.1000/879818,332,Journal,39,1365;731;20;1668;1666;1615;1865;826
792,Example go work.,2003,https://doi.org/10.1000/241721,144,Journal,40,1915;837
793,Project war occur travel expert.,2024,https://doi.org/10.1000/134733,482,Conference,11,1822;1132;875;1117;1593;548
794,Country political key.,1996,https://doi.org/10.1000/633444,46,Journal,19,268;1821
795,Continue price red trade environment husband.,2006,https://doi.org/10.1000/782656,304,Conference,43,85
796,Four on man.,1995,https://doi.org/10.1000/370115,111,Journal,35,485;1027;118;243;1173;114
797,Traditional role deal daughter stage.,2017,https://doi.org/10.1000/262641,254,Journal,31,994;485;1557;696;193;538
798,Should rule bed operation behind side.,1999,https://doi.org/10.1000/974949,23,Conference,50,629;689;189;390;857;1401;1222;99
799,Mother prepare follow successful story.,1993,https://doi.org/10.1000/587738,183,Conference,37,203;1007;700;583;1111;1244;1466;317;1340;1889
800,Top begin lose recent lawyer its.,2010,https://doi.org/10.1000/958899,305,Conference,47,427;1936;1722;932;1782;896;1871;1253;703;152
801,Field accept page.,1993,https://doi.org/10.1000/887919,331,Conference,50,700;992;1367;121
802,Teach nation nice method former.,2017,https://doi.org/10.1000/312132,98,Journal,16,1191;22;1823;1681;1341;423;1207
803,Admit single wide scientist.,2021,https://doi.org/10.1000/632637,261,Conference,5,344;812;929;333;1634
804,Stock check southern safe play.,2025,https://doi.org/10.1000/743531,476,Journal,7,1170;1184
805,Wall behavior cup six guy.,2021,https://doi.org/10.1000/426493,454,Conference,26,610;1271;1080;1556;878
806,Assume when deep.,2022,https://doi.org/10.1000/629687,276,Conference,33,1387;105;560;966;1347
807,Far something wide.,2012,https://doi.org/10.1000/382160,480,Journal,9,1303;1655;1257;1255;1343;885
808,Well ability doctor either care.,2002,https://doi.org/10.1000/785886,38,Conference,26,1676;889;432;1959;1030;727;835;1317
809,Common difficult believe magazine role.,2012,https://doi.org/10.1000/389609,451,Journal,47,1641;1367;872;1476;895;1501
810,School bring federal.,1996,https://doi.org/10.1000/522467,400,Journal,45,1118;935
811,Without interesting four officer.,1992,https://doi.org/10.1000/461147,343,Conference,45,290;1350;1777
812,City want animal stuff.,2007,https://doi.org/10.1000/505580,192,Conference,41,208;1409;1131;862;1400;311;254
813,Cost price after bring gas.,2015,https://doi.org/10.1000/993960,484,Journal,24,662;296;1660;192;904;382;1410;936;870
814,Front but share.,2022,https://doi.org/10.1000/776842,485,Journal,35,1593;1700;1947;1580;575;1381
815,Its father thank sing.,2011,https://doi.org/10.1000/333555,325,Conference,5,295;103
816,System despite man mother.,1999,https://doi.org/10.1000/265146,188,Conference,15,196;308
817,Laugh college industry strong.,2020,https://doi.org/10.1000/159796,206,Conference,23,64;1259;1111;1572;1070
818,Town increase political.,2025,https://doi.org/10.1000/292580,310,Conference,24,546;1481;1270;1468
819,People student media miss key full.,1998,https://doi.org/10.1000/836276,103,Conference,12,1293;1117;1128
820,Feeling peace none head two.,2005,https://doi.org/10.1000/476087,402,Conference,20,481;1975;504;1294;1255;1563;2000
821,Green popular enjoy next spend.,2018,https://doi.org/10.1000/838093,104,Conference,20,701;1802;416;1541;1057;1440;1889;214
822,Across least Mr many.,2003,https://doi.org/10.1000/403666,387,Journal,13,488;1494;1731
823,Approach including tonight it energy.,2014,https://doi.org/10.1000/955911,125,Conference,22,1710;1724;1269;1372;421
824,Box one low.,2008,https://doi.org/10.1000/532992,200,Conference,24,1594;1326;1566
825,Account indicate Mr our.,2008,https://doi.org/10.1000/505399,485,Journal,11,810
826,Fall people senior she according people.,2012,https://doi.org/10.1000/155730,194,Journal,28,1556;352;1059;607;146;1721;1406;1152;1128
827,Me black hand.,1999,https://doi.org/10.1000/115440,376,Journal,26,114;452;1226;1063;1528
828,Decade store kind.,1994,https://doi.org/10.1000/969526,212,Conference,11,103;977;881;1653;539;903;773;1880
829,Majority instead color first institution father.,1999,https://doi.org/10.1000/436227,6,Conference,22,990;1045;1587;494;1265;1337;832;877;221;63
830,Listen mission tonight particularly present take.,1995,https://doi.org/10.1000/413091,411,Journal,18,1768;311;1451;1975;912;676
831,Political it able may special idea.,2023,https://doi.org/10.1000/287076,375,Journal,49,374;1165;1890;1854;1679;845;363;679
832,Class able or.,1996,https://doi.org/10.1000/399535,461,Conference,28,582;1884;939;77;542
833,Just kid per return.,2022,https://doi.org/10.1000/644615,410,Conference,49,1492;1782;1456
834,Others mean assume second represent laugh.,2001,https://doi.org/10.1000/757967,44,Journal,36,277;1481;1009;1107;1110;432;981;902
835,Approach own person.,2002,https://doi.org/10.1000/590864,16,Conference,40,1168;1365;1631;1402;8;522;1386;1965;1114;1352
836,Culture century force short policy.,2022,https://doi.org/10.1000/647767,341,Conference,8,1193;1197;895;344;1987;675;1898;1242;521
837,Camera man some small operation catch medical.,2024,https://doi.org/10.1000/393839,24,Conference,12,436;1395;498;1779;1770;1020;1121;92
838,Off character draw unit its sit.,2007,https://doi.org/10.1000/930353,75,Journal,49,282;1723;539
839,May country question image put health.,2025,https://doi.org/10.1000/781755,277,Journal,2,27;248;1182;1414
840,Wonder by clearly.,1999,https://doi.org/10.1000/498522,387,Journal,47,1853;205;1595;350;546;1069;685
841,Behind officer also choose.,2022,https://doi.org/10.1000/532366,314,Conference,7,3;663;918;1685;1244;1581;454;1951;1910;1894
842,Hit during city chair education anything.,2005,https://doi.org/10.1000/990514,281,Conference,22,739;1946;351;432;1628
843,Reality wife admit always when lawyer over.,2023,https://doi.org/10.1000/482902,295,Journal,19,64;1969;1798;1582;370;6;964;157
844,Data eight interest general.,2005,https://doi.org/10.1000/990031,231,Journal,40,3;1725;149;1331;703;407;586;884;1182
845,Leader actually able before eat.,1992,https://doi.org/10.1000/852046,386,Journal,27,548;1707;445;1079
846,Stop reach event.,2023,https://doi.org/10.1000/568956,2,Conference,42,1500
847,Lay teach political include create defense.,2006,https://doi.org/10.1000/519959,49,Journal,16,1274;500;1778;298;1088;1904
848,Relate kid writer discover behind.,2024,https://doi.org/10.1000/490128,7,Journal,18,1708;1529;1086;549;565;1190;677;377
849,While easy whether must together.,2011,https://doi.org/10.1000/863278,161,Journal,42,1212;1197;751;1463;1968;1596
850,Discussion discuss dinner event whole situation.,1998,https://doi.org/10.1000/711788,271,Conference,19,1819;90;951;408;484;840;1579;909
851,Who commercial site page culture from.,2015,https://doi.org/10.1000/443894,108,Journal,24,1955;1587;471
852,Wonder card PM individual beautiful rate.,1994,https://doi.org/10.1000/375783,66,Journal,45,206;709;1096;14;939;1570;1478;1189;340
853,Candidate figure camera rich.,2002,https://doi.org/10.1000/176857,201,Journal,32,1014;1656;1950;1758;739;1531
854,Woman identify natural.,2012,https://doi.org/10.1000/115076,352,Journal,19,1032;1275;252;599;588
855,Executive two their mean best.,2014,https://doi.org/10.1000/514692,399,Journal,27,1959;1158;133;1242;41;493;192;150;519
856,Determine necessary old although window happen.,1995,https://doi.org/10.1000/977100,341,Journal,4,1737;1257;524;249
857,Mission hot hair thus Democrat.,2022,https://doi.org/10.1000/935112,250,Conference,36,1280;979;449;370;1557;898;1846;1491;479
858,Camera radio traditional.,2014,https://doi.org/10.1000/772990,394,Journal,43,628;912;742;415;588;538;602
859,Wear crime thought lawyer there.,2015,https://doi.org/10.1000/396548,478,Journal,6,1054;1682;362;1493;1520;1702;422;1198;1875;100
860,Prove arrive home capital.,1993,https://doi.org/10.1000/717171,348,Journal,21,1091;202
861,Son skin center.,1995,https://doi.org/10.1000/568321,476,Journal,20,1731;1589;1597;1381;1588;982;1019;1121;168;1448
862,Eat father interest still there.,2012,https://doi.org/10.1000/171130,495,Journal,34,1415;339;531;971;799;90;1173;1252;995;106
863,Whether arm water fly.,1995,https://doi.org/10.1000/183596,61,Journal,33,1013;700
864,Deal art assume might.,2004,https://doi.org/10.1000/196885,499,Journal,31,527;1483;26;1752;78;227;110
865,Leg idea life.,2022,https://doi.org/10.1000/512387,72,Journal,6,494;358;1095;1003
866,Various employee four.,1996,https://doi.org/10.1000/721857,427,Journal,30,576;181;1578;390;816;1547;986;118;1979;770
867,Recognize top visit yeah garden.,1994,https://doi.org/10.1000/216672,113,Conference,23,147
868,Far anyone war my reality.,2006,https://doi.org/10.1000/584055,401,Journal,2,1442;1551;835;1012;1166;1312;750;260;771;546
869,One just news such else member.,2016,https://doi.org/10.1000/547204,403,Journal,22,755;1244;1330;526;381
870,Order contain month wind movie billion.,1994,https://doi.org/10.1000/819699,317,Journal,16,1192;533;1951;1923;1279;1185;1836;774
871,Door have real worker why hotel.,2013,https://doi.org/10.1000/433205,487,Conference,36,305;1861;1899
872,West thing college least will stay range.,2004,https://doi.org/10.1000/279480,296,Journal,18,1816;1538;802;1531;646
873,Word produce couple kitchen check community.,2020,https://doi.org/10.1000/568402,179,Journal,33,782;1244;53;1852;1937;1565;956;86
874,Minute most Congress.,2004,https://doi.org/10.1000/483517,276,Conference,28,957;962;1678;166;1742;1720;382;779;828
875,Cultural side say official.,1996,https://doi.org/10.1000/383202,118,Journal,5,1852;1758;1113;531;1509
876,Future knowledge avoid natural purpose hundred.,1990,https://doi.org/10.1000/690504,3,Conference,49,1278;1962;257;62;1146;1958;425
877,Son set cost so.,1993,https://doi.org/10.1000/654837,41,Conference,5,187;1487;1938;429
878,New wonder somebody.,2017,https://doi.org/10.1000/308600,148,Journal,27,119;1699;1450;822;1761;877
879,Carry necessary finish cold wall.,2019,https://doi.org/10.1000/458106,145,Conference,33,771;393;1843;1403;1545;1651;799;530;219;1845
880,Agency this happen fill.,2012,https://doi.org/10.1000/103632,44,Conference,11,1442;1755
881,Nice wrong ten.,2010,https://doi.org/10.1000/305591,277,Journal,46,1279;1480;250;1890
882,Stock career kind task technology.,1992,https://doi.org/10.1000/639091,355,Journal,35,352;761;350;1460;1041;1888
883,Pick major floor learn.,1995,https://doi.org/10.1000/722875,106,Journal,11,601;501;706;643;1132;1640;1629;852;71;388
884,Chair along author plant.,1990,https://doi.org/10.1000/336806,47,Conference,36,209;1917;290;1418;1618;1842;1827;276;1215
885,Matter step deep hear than.,2005,https://doi.org/10.1000/959833,197,Journal,35,878;1885
886,Particularly approach become couple.,1995,https://doi.org/10.1000/980277,309,Conference,32,1978;8;839;208
887,Issue spring prevent cell.,1990,https://doi.org/10.1000/291658,415,Journal,39,283;650;1374;1396
888,Everyone policy type seem organization.,1993,https://doi.org/10.1000/828880,367,Conference,34,336;1964;1758;241;19;1017;1531;1086;423;1808
889,Trade president eye account year.,1996,https://doi.org/10.1000/805724,59,Conference,5,1439;162;1959;1166;349
890,Degree if accept approach.,2009,https://doi.org/10.1000/810392,170,Journal,4,1695;864;852;1253
891,Former place join sister fear effect.,2007,https://doi.org/10.1000/310214,268,Conference,32,1171;493;1326;1446
892,Notice including society.,2013,https://doi.org/10.1000/952397,322,Conference,43,219;1695;604;1242;517;361
893,Outside area PM bar could hour.,2011,https://doi.org/10.1000/636359,428,Conference,30,1508;1434;1036;1108;1733;979;429;336;1980;1375
894,Second father total white after pay.,1993,https://doi.org/10.1000/675669,202,Conference,34,1858;402;1401;1993;92;1629
895,Peace success law.,2017,https://doi.org/10.1000/114863,490,Journal,19,1268;1190;1026;1221;1371;4;215
896,Performance would just run evening trade.,2011,https://doi.org/10.1000/513082,442,Conference,50,1218;1486;669;1861
897,Health such rather defense choose try.,1995,https://doi.org/10.1000/471039,54,Journal,25,1204;1694;59;462;1915;1536;350;568
898,Need deal why training while.,1990,https://doi.org/10.1000/926098,300,Conference,49,1018;1882;870;1038;884;1817;816
899,Begin between series turn.,2005,https://doi.org/10.1000/958307,197,Journal,8,538;1171;1778;205;121;1416;1090;620;207
900,Alone sense would pass poor.,1998,https://doi.org/10.1000/397710,462,Conference,22,1826;644;466
901,Explain play security such effort know.,2003,https://doi.org/10.1000/665375,17,Conference,41,1654;631;1724;1109
902,Several throw whatever trouble push maintain.,1994,https://doi.org/10.1000/708508,9,Conference,27,37;407;722;1068;513;863;1262;1686;42;611
903,Involve trade play once particularly.,2011,https://doi.org/10.1000/596501,228,Conference,47,195;187;316;942;1713;1235;1346
904,Boy bar discussion start reduce various.,2002,https://doi.org/10.1000/745363,227,Journal,49,683;1371;150;518;182
905,Ball discover today.,1993,https://doi.org/10.1000/806843,345,Conference,37,1943
906,Position stage skin.,2005,https://doi.org/10.1000/323181,308,Conference,7,185;1146
907,Business carry apply dark.,2021,https://doi.org/10.1000/170845,125,Conference,10,1875;743;981;1401;340;581;568;368;1102
908,Will page show yeah interest above.,1990,https://doi.org/10.1000/183402,299,Journal,4,465;1229;1230;562;993;1874
909,Manager author if entire minute think.,2015,https://doi.org/10.1000/488958,467,Journal,43,345;742;800;479;145;1360
910,Protect campaign area very skill.,2017,https://doi.org/10.1000/235702,90,Conference,29,1306;604;1466;1885;768;668;1180;252
911,Account subject whose.,2025,https://doi.org/10.1000/392915,471,Journal,28,446;450;1324
912,Data nearly together tend thought.,2006,https://doi.org/10.1000/720992,5,Conference,39,1353;1836;194;939;1367;1899;1028;1507;1637
913,Should protect themselves watch.,2002,https://doi.org/10.1000/122003,354,Journal,3,4;100
914,Pm but production produce which.,2000,https://doi.org/10.1000/920889,247,Conference,19,854;1882
915,Democratic else newspaper might feeling necessary.,1991,https://doi.org/10.1000/371589,305,Conference,26,1028;519;1331;1000;1618;1094
916,Exist manager last away far.,2022,https://doi.org/10.1000/878997,357,Conference,42,1519;47;482
917,Arm what ability condition together.,1993,https://doi.org/10.1000/631781,445,Journal,4,1312;93;919;59;938;499;1052;712;1359;1029
918,Dark with certain myself.,1996,https://doi.org/10.1000/139889,481,Conference,22,452;49;410;407;884;738;1339
919,Save soldier loss.,1997,https://doi.org/10.1000/949278,155,Conference,43,349;1566;484;1559;466;1029;761
